Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,16258,2023-02-03,0.0128355449,-0.038329331,-0.040849672,21,100
Market-Adjusted Model,16260,2023-02-03,-0.097797543,-0.148361949,-0.15148276,21,100
Market-Adjusted Model,16263,2023-02-03,0.3668639161,0.2772468595,0.3131786997,21,100
Market-Adjusted Model,16271,2023-02-03,-0.003893993,-0.057127688,-0.057579209,21,100
Market-Adjusted Model,16274,2023-02-03,0.0196486946,-0.033709655,-0.034036522,21,100
Market-Adjusted Model,16276,2023-02-03,0.0163618941,-0.03551823,-0.037323322,21,100
Market-Adjusted Model,16277,2023-02-03,0.1996611809,0.1312610694,0.1459759645,21,100
Market-Adjusted Model,16281,2023-02-03,0.1023254778,0.0571516989,0.0486402614,21,100
Market-Adjusted Model,16283,2023-02-03,0.0526785893,0.0001103359,-0.001006627,21,100
Market-Adjusted Model,16284,2023-02-03,0.0929627266,0.0373183412,0.0392775102,21,100
Market-Adjusted Model,16285,2023-02-03,0.0067036623,-0.045159943,-0.046981554,21,100
Market-Adjusted Model,16287,2023-02-03,0.2128472683,0.151503863,0.1591620519,21,100
Market-Adjusted Model,16288,2023-02-03,0.015785887,-0.037153904,-0.037899329,21,100
Market-Adjusted Model,16289,2023-02-03,0.0480582342,-0.000746639,-0.005626982,21,100
Market-Adjusted Model,16290,2023-02-03,0.0423861967,-0.002889874,-0.01129902,21,100
Market-Adjusted Model,16291,2023-02-03,1.4647976E-9,-0.047210505,-0.053685215,21,100
Market-Adjusted Model,16292,2023-02-03,0.0156908444,-0.037453844,-0.037994372,21,100
Market-Adjusted Model,16293,2023-02-03,-0.007366883,-0.060351528,-0.061052099,21,100
Market-Adjusted Model,16294,2023-02-03,0.1044125655,0.0505540588,0.0507273491,21,100
Market-Adjusted Model,16295,2023-02-03,-0.048899739,-0.098669748,-0.102584956,21,100
Market-Adjusted Model,16296,2023-02-03,0.076578232,0.021948125,0.0228930156,21,100
Market-Adjusted Model,16297,2023-02-03,0.079075005,0.0252164962,0.0253897886,21,100
Market-Adjusted Model,16302,2023-02-03,-0.029726551,-0.082127261,-0.083411768,21,100
Market-Adjusted Model,16303,2023-02-03,0.2820513364,0.2176653356,0.22836612,21,100
Market-Adjusted Model,16304,2023-02-03,0.0803503683,0.0290066342,0.0266651519,21,100
Market-Adjusted Model,16305,2023-02-03,0.0660933335,0.0118503639,0.0124081171,21,100
Market-Adjusted Model,16307,2023-02-03,0.0814985075,0.0266580495,0.0278132911,21,100
Market-Adjusted Model,16308,2023-02-03,0.0249583426,-0.023144321,-0.028726874,21,100
Market-Adjusted Model,16309,2023-02-03,0.3624040179,0.3150882267,0.3087188015,21,100
Market-Adjusted Model,16310,2023-02-03,-0.194444467,-0.241233697,-0.248129683,21,100
Market-Adjusted Model,16311,2023-02-03,0.0113741049,-0.042184198,-0.042311112,21,100
Market-Adjusted Model,16312,2023-02-03,0.039230492,-0.014094717,-0.014454724,21,100
Market-Adjusted Model,16318,2023-02-03,0.3985947794,0.2967661407,0.344909563,21,100
Market-Adjusted Model,16319,2023-02-03,0.0803979206,0.0262935679,0.0267127042,21,100
Market-Adjusted Model,16320,2023-02-03,0.0418626088,-0.011331205,-0.011822608,21,100
Market-Adjusted Model,16321,2023-02-03,0.0555679037,0.0017690456,0.0018826873,21,100
Market-Adjusted Model,16322,2023-02-03,0.0447202021,-0.009151026,-0.008965014,21,100
Market-Adjusted Model,16323,2023-02-03,0.0248994335,-0.02833051,-0.028785783,21,100
Market-Adjusted Model,16324,2023-02-03,0.0305515014,-0.022738386,-0.023133715,21,100
Market-Adjusted Model,16325,2023-02-03,0.0269846119,-0.026191531,-0.026700604,21,100
Market-Adjusted Model,16326,2023-02-03,0.0239025295,-0.029309064,-0.029782687,21,100
Market-Adjusted Model,16327,2023-02-03,0.0031484044,-0.050355982,-0.050536812,21,100
Market-Adjusted Model,16330,2023-02-03,-0.009654472,-0.063106738,-0.063339689,21,100
Market-Adjusted Model,16334,2023-02-03,-0.021852873,-0.075452085,-0.07553809,21,100
Market-Adjusted Model,16337,2023-02-03,0.0002758636,-0.052598784,-0.053409353,21,100
Market-Adjusted Model,16338,2023-02-03,0.0089984768,-0.042851202,-0.04468674,21,100
Market-Adjusted Model,16339,2023-02-03,0.2099411376,0.1494986847,0.1562559212,21,100
Market-Adjusted Model,16341,2023-02-03,0.0070811317,-0.044888449,-0.046604085,21,100
Market-Adjusted Model,16342,2023-02-03,0.0516387378,0.0016509705,-0.002046479,21,100
Market-Adjusted Model,16343,2023-02-03,0.0414089311,-0.009215432,-0.012276285,21,100
Market-Adjusted Model,16347,2023-02-03,-0.053109879,-0.100884417,-0.106795095,21,100
Market-Adjusted Model,16348,2023-02-03,0.0417963795,-0.009961984,-0.011888837,21,100
Market-Adjusted Model,16376,2023-02-03,0.0322604629,-0.008031822,-0.021424754,21,100
Market-Adjusted Model,16377,2023-02-03,-0.145969512,-0.160223277,-0.199654729,21,100
Market-Adjusted Model,16381,2023-02-03,0.0883156214,0.0380332872,0.034630405,21,100
Market-Adjusted Model,16382,2023-02-03,0.0103561465,-0.04315945,-0.04332907,21,100
Market-Adjusted Model,16383,2023-02-03,0.0675477566,0.0229572104,0.0138625402,21,100
Market-Adjusted Model,16386,2023-02-03,0.1260613651,0.0741097945,0.0723761487,21,100
Market-Adjusted Model,16392,2023-02-03,0.1315372311,0.083284972,0.0778520147,21,100
Market-Adjusted Model,16393,2023-02-03,-0.30555557,0.6504810658,-0.359240787,21,100
Market-Adjusted Model,16399,2023-02-03,-0.232227449,-0.279516576,-0.285912665,21,100
Market-Adjusted Model,16400,2023-02-03,0.0183299472,-0.025223384,-0.035355269,21,100
Market-Adjusted Model,16401,2023-02-03,-0.20028407,-0.255883042,-0.253969287,21,100
Market-Adjusted Model,16403,2023-02-03,0.0780885875,0.0227148704,0.0244033711,21,100
Market-Adjusted Model,16431,2023-02-03,0.0536366633,-0.000433249,-0.000048553,21,100
Market-Adjusted Model,16432,2023-02-03,0.0621062525,0.0143663123,0.0084210361,21,100
Market-Adjusted Model,16434,2023-02-03,0.1040349096,0.0474393411,0.0503496932,21,100
Market-Adjusted Model,16436,2023-02-03,0.1175149563,0.0685707463,0.0638297399,21,100
Market-Adjusted Model,16437,2023-02-03,0.0997886085,0.0447923568,0.0461033921,21,100
Market-Adjusted Model,16439,2023-02-03,-0.023877916,-0.077453929,-0.077563132,21,100
Market-Adjusted Model,16442,2023-02-03,-0.076049943,-0.119342147,-0.12973516,21,100
Market-Adjusted Model,16446,2023-02-03,0.0097615682,-0.043403663,-0.043923648,21,100
Market-Adjusted Model,16447,2023-02-03,-0.034744669,-0.087889114,-0.088429886,21,100
Market-Adjusted Model,16448,2023-02-03,-0.146113431,-0.205231675,-0.199798648,21,100
Market-Adjusted Model,16449,2023-02-03,-0.117190248,-0.175563863,-0.170875464,21,100
Market-Adjusted Model,16451,2023-02-03,0.0040952605,-0.04940889,-0.049589956,21,100
Market-Adjusted Model,16452,2023-02-03,-0.075609743,-0.116362442,-0.12929496,21,100
Market-Adjusted Model,16454,2023-02-03,0.1655369679,0.1059769573,0.1118517515,21,100
Market-Adjusted Model,16457,2023-02-03,0.0001283037,-0.052666143,-0.053556913,21,100
Market-Adjusted Model,16458,2023-02-03,-0.029914503,-0.077756035,-0.083599719,21,100
Market-Adjusted Model,16461,2023-02-03,-0.042446388,-0.061585733,-0.096131605,21,100
Market-Adjusted Model,16463,2023-02-03,-0.413851468,-0.508271689,-0.467536684,21,100
Market-Adjusted Model,16465,2023-02-03,0.069306981,0.0281410028,0.0156217646,21,100
Market-Adjusted Model,16466,2023-02-03,0.2701269999,0.2271864424,0.2164417835,21,100
Market-Adjusted Model,16471,2023-02-03,-0.116751285,-0.162980851,-0.170436501,21,100
Market-Adjusted Model,16472,2023-02-03,-0.277624608,-0.327895508,-0.331309824,21,100
Market-Adjusted Model,16473,2023-02-03,0.3137610935,0.2677959011,0.2600758771,21,100
Market-Adjusted Model,16479,2023-02-03,0.1201717001,0.0626206806,0.0664864837,21,100
Market-Adjusted Model,16480,2023-02-03,-0.166376176,-0.209483948,-0.220061393,21,100
Market-Adjusted Model,16481,2023-02-03,-0.023041607,-0.076658139,-0.076726824,21,100
Market-Adjusted Model,16482,2023-02-03,0.0535459199,0.0000951862,-0.000139296,21,100
Market-Adjusted Model,16485,2023-02-03,-0.006666027,-0.060143264,-0.060351244,21,100
Market-Adjusted Model,16486,2023-02-03,-0.023802253,-0.077408018,-0.07748747,21,100
Market-Adjusted Model,16487,2023-02-03,0.0512123592,-0.002371106,-0.002472857,21,100
Market-Adjusted Model,16488,2023-02-03,0.0061052744,-0.047410161,-0.047579942,21,100
Market-Adjusted Model,16494,2023-02-03,0.0435495418,-0.010326155,-0.010135675,21,100
Market-Adjusted Model,16495,2023-02-03,0.5060423324,0.4011937949,0.452357116,21,100
Market-Adjusted Model,16497,2023-02-03,-0.080260383,-0.134352317,-0.133945599,21,100
Market-Adjusted Model,16498,2023-02-03,0.0630223812,0.0122854681,0.0093371648,21,100
Market-Adjusted Model,16499,2023-02-03,0.1079774458,0.0546385309,0.0542922294,21,100
Market-Adjusted Model,16505,2023-02-03,0.0860966698,0.03172686,0.0324114534,21,100
Market-Adjusted Model,16510,2023-02-03,0.0324896376,-0.020229654,-0.021195579,21,100
Market-Adjusted Model,16511,2023-02-03,-0.014532631,-0.067832566,-0.068217848,21,100
Market-Adjusted Model,16515,2023-02-03,-0.057878097,-0.109145736,-0.111563313,21,100
Market-Adjusted Model,16516,2023-02-03,0.0133244382,-0.039861284,-0.040360778,21,100
Market-Adjusted Model,16518,2023-02-03,-0.016674573,-0.069965919,-0.070359789,21,100
Market-Adjusted Model,16522,2023-02-03,4.0803638E-9,-0.033444278,-0.053685212,21,100
Market-Adjusted Model,16523,2023-02-03,0.047922921,-0.005529857,-0.005762295,21,100
Market-Adjusted Model,16524,2023-02-03,-0.051321763,-0.097215796,-0.105006979,21,100
Market-Adjusted Model,16525,2023-02-03,0.1087866503,0.058379996,0.0551014339,21,100
Market-Adjusted Model,16528,2023-02-03,-0.063583818,-0.104232879,-0.117269034,21,100
Market-Adjusted Model,16529,2023-02-03,-0.089680847,-0.134650557,-0.143366063,21,100
Market-Adjusted Model,16532,2023-02-03,-0.457800557,-0.599608289,-0.511485773,21,100
Market-Adjusted Model,16533,2023-02-03,-0.449747591,-0.595755439,-0.503432807,21,100
Market-Adjusted Model,16535,2023-02-03,0.0437499527,0.009609369,-0.009935264,21,100
Market-Adjusted Model,16536,2023-02-03,0.6597059307,0.7418415384,0.6060207143,21,100
Market-Adjusted Model,16537,2023-02-03,-0.045833392,-0.09279593,-0.099518608,21,100
Market-Adjusted Model,16538,2023-02-03,0.1136725219,0.0599142156,0.0599873055,21,100
Market-Adjusted Model,16541,2023-02-03,-0.034090881,-0.069473478,-0.087776097,21,100
Market-Adjusted Model,16542,2023-02-03,0.1133791041,0.1113710858,0.0596938877,21,100
Market-Adjusted Model,16543,2023-02-03,-0.131054146,-0.181843067,-0.184739363,21,100
Market-Adjusted Model,16545,2023-02-03,-0.225076868,-0.297543866,-0.278762084,21,100
Market-Adjusted Model,16548,2023-02-03,-0.010033839,-0.061066292,-0.063719056,21,100
Market-Adjusted Model,16554,2023-02-03,0.1983240342,0.138391077,0.1446388178,21,100
Market-Adjusted Model,16555,2023-02-03,-0.01094823,-0.062628575,-0.064633447,21,100
Market-Adjusted Model,16557,2023-02-03,0.0915332034,0.0458889226,0.037847987,21,100
Market-Adjusted Model,16558,2023-02-03,0.0042747663,-0.049002932,-0.04941045,21,100
Market-Adjusted Model,16559,2023-02-03,0.0027999472,-0.050703442,-0.050885269,21,100
Market-Adjusted Model,16560,2023-02-03,-0.035466463,-0.087026395,-0.08915168,21,100
Market-Adjusted Model,16562,2023-02-03,0.1061475459,0.0530869127,0.0524623295,21,100
Market-Adjusted Model,16565,2023-02-03,0.0585025888,0.0041531314,0.0048173724,21,100
Market-Adjusted Model,16566,2023-02-03,0.0485573234,-0.004387779,-0.005127893,21,100
Market-Adjusted Model,16567,2023-02-03,0.0241456026,-0.028226186,-0.029539614,21,100
Market-Adjusted Model,16569,2023-02-03,0.1211159413,0.0623736301,0.0674307249,21,100
Market-Adjusted Model,16570,2023-02-03,0.0280373604,-0.015513034,-0.025647856,21,100
Market-Adjusted Model,16573,2023-02-03,-0.045383407,-0.09066576,-0.099068623,21,100
Market-Adjusted Model,16577,2023-02-03,-0.010218932,-0.062559964,-0.063904148,21,100
Market-Adjusted Model,16578,2023-02-03,0.0243179737,-0.029053966,-0.029367243,21,100
Market-Adjusted Model,16580,2023-02-03,0.0050146466,-0.043487894,-0.044152431,8,100
Market-Adjusted Model,16581,2023-02-03,0.0629134187,0.0096385545,0.0092282023,21,100
Market-Adjusted Model,16582,2023-02-03,-0.072376343,-0.125191861,-0.126061559,21,100
Market-Adjusted Model,16583,2023-02-03,0.072062207,0.0176577453,0.0183769906,21,100
Market-Adjusted Model,16584,2023-02-03,0.0307031018,-0.022468383,-0.022982115,21,100
Market-Adjusted Model,16585,2023-02-03,0.0487804418,-0.003848001,-0.004904775,21,100
Market-Adjusted Model,16588,2023-02-03,-0.021877913,-0.075455529,-0.07556313,21,100
Market-Adjusted Model,16591,2023-02-03,0.0446601961,-0.006568883,-0.00902502,21,100
Market-Adjusted Model,16592,2023-02-03,0.0271054915,-0.021840612,-0.026579725,21,100
Market-Adjusted Model,16594,2023-02-03,0.2154455252,0.1652644688,0.1617603088,21,100
Market-Adjusted Model,16595,2023-02-03,0.0769230463,0.0493180239,0.0232378299,21,100
Market-Adjusted Model,16597,2023-02-03,0.3285091968,0.2423420508,0.2748239804,21,100
Market-Adjusted Model,16600,2023-02-03,0.1185919856,0.060625431,0.0649067692,21,100
Market-Adjusted Model,16603,2023-02-03,-0.019980485,-0.025290872,-0.073665702,21,100
Market-Adjusted Model,16604,2023-02-03,-0.008172332,-0.061533536,-0.061857549,21,100
Market-Adjusted Model,16605,2023-02-03,-0.045724735,-0.099506485,-0.099409951,21,100
Market-Adjusted Model,16606,2023-02-03,-0.036726445,-0.090204275,-0.090411661,21,100
Market-Adjusted Model,16610,2023-02-03,0.0088569318,-0.044304308,-0.044828285,21,100
Market-Adjusted Model,16611,2023-02-03,0.2181052721,0.1515894559,0.1644200557,21,100
Market-Adjusted Model,16612,2023-02-03,-0.006499937,-0.059302166,-0.060185154,21,100
Market-Adjusted Model,16613,2023-02-03,-0.132758555,-0.186502815,-0.186443771,21,100
Market-Adjusted Model,16617,2023-02-03,0.0140845257,-0.032258433,-0.039600691,21,100
Market-Adjusted Model,16622,2023-02-03,0.2483450513,0.2736001962,0.1946598349,21,100
Market-Adjusted Model,16623,2023-02-03,-0.018716102,-0.072276419,-0.072401318,21,100
Market-Adjusted Model,16625,2023-02-03,0.3214285477,0.2437836648,0.2677433313,21,100
Market-Adjusted Model,16626,2023-02-03,-0.239700397,-0.28647018,-0.293385614,21,100
Market-Adjusted Model,16630,2023-02-03,0.0383821843,-0.012280587,-0.015303032,21,100
Market-Adjusted Model,16631,2023-02-03,0.073648657,0.0202941642,0.0199634406,21,100
Market-Adjusted Model,16632,2023-02-03,0.1275943154,0.0687871849,0.073909099,21,100
Market-Adjusted Model,16633,2023-02-03,-0.005133136,-0.058144022,-0.058818353,21,100
Market-Adjusted Model,16638,2023-02-03,0.0404494343,-0.011738289,-0.013235782,21,100
Market-Adjusted Model,16641,2023-02-03,0.1219158422,0.0651363703,0.0682306258,21,100
Market-Adjusted Model,16648,2023-02-03,0.1614331809,0.1048081742,0.1077479645,21,100
Market-Adjusted Model,16649,2023-02-03,0.0936900251,0.0453383014,0.0400048087,21,100
Market-Adjusted Model,16650,2023-02-03,0.1242138291,0.0716416972,0.0705286127,21,100
Market-Adjusted Model,16653,2023-02-03,0.1146609574,0.0591924724,0.060975741,21,100
Market-Adjusted Model,16655,2023-02-03,0.7821315896,0.6804133276,0.7284463733,21,100
Market-Adjusted Model,16656,2023-02-03,-0.155297496,-0.200233025,-0.208982712,21,100
Market-Adjusted Model,16659,2023-02-03,0.0109890003,-0.042203651,-0.042696216,21,100
Market-Adjusted Model,16660,2023-02-03,0.0616246543,0.0144100926,0.0079394379,21,100
Market-Adjusted Model,16662,2023-02-03,0.0213812713,-0.032107525,-0.032303945,21,100
Market-Adjusted Model,16664,2023-02-03,0.180512136,0.123965302,0.1268269196,21,100
Market-Adjusted Model,16666,2023-02-03,-0.010058453,-0.063578726,-0.06374367,21,100
Market-Adjusted Model,16667,2023-02-03,-0.050776557,-0.097296372,-0.104461774,21,100
Market-Adjusted Model,16668,2023-02-03,-0.10950417,-0.161298191,-0.163189387,21,100
Market-Adjusted Model,16670,2023-02-03,-0.280991768,-0.308891631,-0.334676984,21,100
Market-Adjusted Model,16671,2023-02-03,0.0836121054,0.0281451663,0.029926889,21,100
Market-Adjusted Model,16673,2023-02-03,-0.052051667,-0.104465697,-0.105736884,21,100
Market-Adjusted Model,16675,2023-02-03,0.0264606236,-0.022644411,-0.027224593,21,100
Market-Adjusted Model,16678,2023-02-03,0.0059592001,-0.046257267,-0.047726016,21,100
Market-Adjusted Model,16680,2023-02-03,0.1009463463,0.0469973052,0.0472611299,21,100
Market-Adjusted Model,16681,2023-02-03,9.430634E-11,-0.052686679,-0.053685216,21,100
Market-Adjusted Model,16684,2023-02-03,-0.065652182,-0.114952676,-0.119337399,21,100
Market-Adjusted Model,16685,2023-02-03,0.0442047081,-0.009622702,-0.009480508,21,100
Market-Adjusted Model,16689,2023-02-03,0.0295081674,-0.007933217,-0.024177049,21,100
Market-Adjusted Model,16691,2023-02-03,0.0039655972,-0.044884426,-0.049719619,21,100
Market-Adjusted Model,16692,2023-02-03,0.0686711343,0.0144222019,0.0149859179,21,100
Market-Adjusted Model,16693,2023-02-03,0.1555338729,0.101216538,0.1018486565,21,100
Market-Adjusted Model,16696,2023-02-03,0.129343583,0.071974935,0.0756583666,21,100
Market-Adjusted Model,16697,2023-02-03,0.0919854488,0.0388379929,0.0383002324,21,100
Market-Adjusted Model,16698,2023-02-03,0.2550518973,0.1842513875,0.2013666809,21,100
Market-Adjusted Model,16699,2023-02-03,-0.026310324,-0.078233724,-0.07999554,21,100
Market-Adjusted Model,16701,2023-02-03,0.0681030329,0.0143010593,0.0144178165,21,100
Market-Adjusted Model,16702,2023-02-03,0.0564001979,0.0024394553,0.0027149815,21,100
Market-Adjusted Model,16703,2023-02-03,-0.027737771,-0.075269062,-0.081422988,21,100
Market-Adjusted Model,16705,2023-02-03,-0.352657042,-0.241514392,-0.406342259,21,100
Market-Adjusted Model,16706,2023-02-03,0.0721018253,0.0181768134,0.0184166089,21,100
Market-Adjusted Model,16709,2023-02-03,0.0960698851,0.0444935401,0.0423846687,21,100
Market-Adjusted Model,16710,2023-02-03,0.0532042986,0.0054671852,-0.000480918,21,100
Market-Adjusted Model,16711,2023-02-03,0.2342996055,0.1917683183,0.1806143891,21,100
Market-Adjusted Model,16712,2023-02-03,0.3103447492,0.2717364239,0.2566595328,21,100
Market-Adjusted Model,16713,2023-02-03,0.0205040133,-0.03271661,-0.033181203,21,100
Market-Adjusted Model,16736,2023-02-03,0.0733987736,0.019865646,0.0197135572,21,100
Market-Adjusted Model,16737,2023-02-03,0.0271357234,-0.025439135,-0.026549493,21,100
Market-Adjusted Model,16738,2023-02-03,-0.032307945,-0.084521192,-0.085993162,21,100
Market-Adjusted Model,16739,2023-02-03,0.2270916153,0.1794121999,0.1734063989,21,100
Market-Adjusted Model,16741,2023-02-03,0.229744685,0.1590021184,0.1760594686,21,100
Market-Adjusted Model,16742,2023-02-03,0.1014665707,0.0625833654,0.0477813543,21,100
Market-Adjusted Model,16743,2023-02-03,-0.029855544,-0.075026431,-0.083540761,21,100
Market-Adjusted Model,16744,2023-02-03,0.1577084516,0.0988427344,0.1040232352,21,100
Market-Adjusted Model,16745,2023-02-03,0.1223594649,0.0720982774,0.0686742485,21,100
Market-Adjusted Model,16746,2023-02-03,-0.074688815,-0.115158227,-0.128374032,21,100
Market-Adjusted Model,16747,2023-02-03,-0.042524653,-0.096304078,-0.096209869,21,100
Market-Adjusted Model,16749,2023-02-03,0.0358744067,-0.01314554,-0.01781081,21,100
Market-Adjusted Model,16750,2023-02-03,-0.028237675,-0.075297757,-0.081922891,21,100
Market-Adjusted Model,16753,2023-02-03,0.0173535554,-0.024940143,-0.036331661,21,100
Market-Adjusted Model,16754,2023-02-03,0.0051396654,-0.048000839,-0.048545551,21,100
Market-Adjusted Model,16755,2023-02-03,0.1022296094,0.162890904,0.048544393,21,100
Market-Adjusted Model,16756,2023-02-03,0.1141044981,0.0575913314,0.0604192817,21,100
Market-Adjusted Model,16760,2023-02-03,-0.109029014,-0.16622099,-0.16271423,21,100
Market-Adjusted Model,16761,2023-02-03,0.0136289749,-0.039696465,-0.040056241,21,100
Market-Adjusted Model,16762,2023-02-03,-0.026275728,-0.079883517,-0.079960944,21,100
Market-Adjusted Model,16763,2023-02-03,0.0619703777,0.0079024301,0.0082851613,21,100
Market-Adjusted Model,16764,2023-02-03,-0.003220607,-0.050690095,-0.056905824,21,100
Market-Adjusted Model,16765,2023-02-03,0.5452272631,0.4071027335,0.4915420467,21,100
Market-Adjusted Model,16768,2023-02-03,0.0520286491,0.0001816771,-0.001656567,21,100
Market-Adjusted Model,16770,2023-02-03,-0.021633118,-0.073142262,-0.075318334,21,100
Market-Adjusted Model,16771,2023-02-03,-0.093461157,-0.143899122,-0.147146374,21,100
Market-Adjusted Model,16773,2023-02-03,0.4921874963,0.3900478463,0.4385022799,21,86
Market-Adjusted Model,16776,2023-02-03,-0.233235321,-0.301023432,-0.286920537,21,100
Market-Adjusted Model,16777,2023-02-03,-0.145063234,-0.161214104,-0.198748451,21,100
Market-Adjusted Model,16778,2023-02-03,-0.167785236,-0.222121261,-0.221470453,21,100
Market-Adjusted Model,16779,2023-02-03,-0.04943826,-0.100477866,-0.103123476,21,100
Market-Adjusted Model,16780,2023-02-03,0.0661156371,0.0111686438,0.0124304208,21,100
Market-Adjusted Model,16781,2023-02-03,-0.089416103,-0.120534246,-0.14310132,21,100
Market-Adjusted Model,16784,2023-02-03,0.1248654111,0.0719135343,0.0711801947,21,100
Market-Adjusted Model,16785,2023-02-03,-0.014687277,-0.068227825,-0.068372494,21,100
Market-Adjusted Model,16786,2023-02-03,0.0772487751,0.0397136885,0.0235635587,21,100
Market-Adjusted Model,16787,2023-02-03,-0.035294142,-0.072102242,-0.088979358,21,100
Market-Adjusted Model,16788,2023-02-03,-0.05919006,-0.021190801,-0.112875277,21,100
Market-Adjusted Model,16792,2023-02-03,0.046391748,0.0023990417,-0.007293468,21,100
Market-Adjusted Model,16793,2023-02-03,-0.181434535,-0.244950226,-0.235119751,21,100
Market-Adjusted Model,16794,2023-02-03,-0.005517237,-0.054963722,-0.059202453,21,100
Market-Adjusted Model,16795,2023-02-03,-0.510586289,-0.711706317,-0.564271505,21,100
Market-Adjusted Model,16796,2023-02-03,0.0074718422,-0.043566203,-0.046213374,21,100
Market-Adjusted Model,16797,2023-02-03,0.0374166364,-0.015842148,-0.01626858,21,100
Market-Adjusted Model,16798,2023-02-03,-0.011950368,-0.065335952,-0.065635584,21,100
Market-Adjusted Model,16799,2023-02-03,0.0412979424,-0.01206246,-0.012387274,21,100
Market-Adjusted Model,16800,2023-02-03,0.0428774273,-0.010403991,-0.010807789,21,100
Market-Adjusted Model,16801,2023-02-03,0.0737635005,0.019110951,0.0200782841,21,100
Market-Adjusted Model,16802,2023-02-03,-0.282758674,-0.342860869,-0.33644389,21,100
Market-Adjusted Model,16805,2023-02-03,0.0500843773,0.0003930026,-0.003600839,21,100
Market-Adjusted Model,16807,2023-02-03,0.0277623832,-0.025605077,-0.025922833,21,100
Market-Adjusted Model,16809,2023-02-03,-0.002662469,-0.053023073,-0.056347686,21,100
Market-Adjusted Model,16813,2023-02-03,0.0202788791,-0.028114602,-0.033406337,21,100
Market-Adjusted Model,16816,2023-02-03,0.1534411916,0.09198021,0.0997559752,21,100
Market-Adjusted Model,16818,2023-02-03,0.4975061962,0.4425420895,0.4438209798,21,100
Market-Adjusted Model,16819,2023-02-03,-0.010133725,-0.03527202,-0.063818941,21,100
Market-Adjusted Model,16820,2023-02-03,0.0780141982,0.032156584,0.0243289818,21,100
Market-Adjusted Model,16822,2023-02-03,-0.019386738,-0.072566197,-0.073071955,21,100
Market-Adjusted Model,16823,2023-02-03,0.0336103212,-0.01915573,-0.020074895,21,100
Market-Adjusted Model,16824,2023-02-03,-0.282007907,-0.32923072,-0.335693124,21,100
Market-Adjusted Model,16827,2023-02-03,-0.081300785,-0.126695183,-0.134986001,21,100
Market-Adjusted Model,16828,2023-02-03,0.0001038122,-0.051067083,-0.053581404,21,100
Market-Adjusted Model,16829,2023-02-03,0.4982206953,0.4156961948,0.4445354789,21,100
Market-Adjusted Model,16831,2023-02-03,0.074448244,0.0198360041,0.0207630276,21,100
Market-Adjusted Model,16832,2023-02-03,-0.008386673,-0.061882568,-0.06207189,21,100
Market-Adjusted Model,16833,2023-02-03,-0.027156934,-0.080811913,-0.08084215,21,100
Market-Adjusted Model,16836,2023-02-03,0.0005690134,-0.036729686,-0.053116203,21,100
Market-Adjusted Model,16837,2023-02-03,0.1442205008,0.0863213496,0.0905352844,21,100
Market-Adjusted Model,16843,2023-02-03,-0.014522366,-0.067992806,-0.068207582,21,100
Market-Adjusted Model,16849,2023-02-03,-0.11559888,-0.163683989,-0.169284097,21,100
Market-Adjusted Model,16850,2023-02-03,0.0146225158,-0.017957973,-0.018052738,7,100
Market-Adjusted Model,16851,2023-02-03,0.0313186676,-0.018699667,-0.022366549,21,100
Market-Adjusted Model,16853,2023-02-03,0.1055016616,0.0484877456,0.0518164452,21,100
Market-Adjusted Model,16856,2023-02-03,-0.326121011,-0.401720846,-0.379806227,21,100
Market-Adjusted Model,16857,2023-02-03,-0.128571389,-0.166544145,-0.182256606,21,100
Market-Adjusted Model,16859,2023-02-03,0.0286024165,-0.024840627,-0.0250828,21,100
Market-Adjusted Model,16860,2023-02-03,0.0017321629,-0.051639842,-0.051953053,21,100
Market-Adjusted Model,16861,2023-02-03,-0.04853864,-0.102395328,-0.102223856,21,100
Market-Adjusted Model,16866,2023-02-03,0.0009082894,-0.046552478,-0.052776927,21,100
Market-Adjusted Model,16868,2023-02-03,-0.028105673,-0.081714046,-0.08179089,21,100
Market-Adjusted Model,16874,2023-02-03,0.0629920616,0.0120107803,0.0093068452,21,100
Market-Adjusted Model,16875,2023-02-03,-0.068055575,-0.103292167,-0.121740792,21,100
Market-Adjusted Model,16877,2023-02-03,0.0938708484,0.1452218028,0.0401856321,21,100
Market-Adjusted Model,16880,2023-02-03,0.1198156462,0.1233077143,0.0661304298,21,100
Market-Adjusted Model,16883,2023-02-03,-0.007476634,-0.045701683,-0.06116185,21,100
Market-Adjusted Model,16887,2023-02-03,0.1658152974,0.2163482142,0.1121300811,21,100
Market-Adjusted Model,16894,2023-02-03,-0.19378052,-0.254416655,-0.247465736,21,100
Market-Adjusted Model,16895,2023-02-03,0.2668811006,0.201944064,0.2131958842,21,100
Market-Adjusted Model,16903,2023-02-03,-0.008217039,-0.041789088,-0.061902256,21,100
Market-Adjusted Model,16904,2023-02-03,0.0259168124,-0.026838008,-0.027768404,21,100
Market-Adjusted Model,16905,2023-02-03,-0.111231488,-0.163770373,-0.164916705,21,100
Market-Adjusted Model,16917,2023-02-03,0.0971173658,0.041731435,0.0434321494,21,100
Market-Adjusted Model,16920,2023-02-03,0.0517104692,-0.000417771,-0.001974747,21,100
Market-Adjusted Model,16921,2023-02-03,-0.095744669,-0.13204183,-0.149429886,21,100
