Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,20082,2023-02-03,0.0952381217,0.0455729555,0.0415529053,21,100
Market-Adjusted Model,20084,2023-02-03,0.0472342987,-0.005895668,-0.006450918,21,100
Market-Adjusted Model,20085,2023-02-03,-0.006112056,-0.059431154,-0.059797272,21,100
Market-Adjusted Model,20086,2023-02-03,0.0642643629,0.0104461599,0.0105791465,21,100
Market-Adjusted Model,20089,2023-02-03,-0.043171107,-0.094419616,-0.096856323,21,100
Market-Adjusted Model,20090,2023-02-03,0.0422480663,-0.011473765,-0.01143715,21,100
Market-Adjusted Model,20091,2023-02-03,0.0362146739,-0.016571901,-0.017470542,21,100
Market-Adjusted Model,20092,2023-02-03,-0.020322252,-0.073362647,-0.074007468,21,100
Market-Adjusted Model,20093,2023-02-03,0.0346562192,-0.018867275,-0.019028997,21,100
Market-Adjusted Model,20094,2023-02-03,-0.109243788,-0.154800015,-0.162929004,21,100
Market-Adjusted Model,20097,2023-02-03,-0.144827607,-0.201318677,-0.198512823,21,100
Market-Adjusted Model,20099,2023-02-03,-0.009736375,-0.062825314,-0.063421592,21,100
Market-Adjusted Model,20100,2023-02-03,-0.026561799,-0.080202195,-0.080247015,21,100
Market-Adjusted Model,20101,2023-02-03,-0.402210173,-0.536494697,-0.455895389,21,100
Market-Adjusted Model,20102,2023-02-03,0.0572625064,0.0031078779,0.00357729,21,100
Market-Adjusted Model,20103,2023-02-03,0.0452104293,-0.0087092,-0.008474787,21,100
Market-Adjusted Model,20104,2023-02-03,0.0583551053,0.0045348641,0.0046698889,21,100
Market-Adjusted Model,20105,2023-02-03,0.0366097614,-0.017155582,-0.017075455,21,100
Market-Adjusted Model,20107,2023-02-03,0.0284974452,-0.021632324,-0.025187771,21,100
Market-Adjusted Model,20110,2023-02-03,0.0371840097,-0.014285064,-0.016501207,21,100
Market-Adjusted Model,20111,2023-02-03,-0.02119489,-0.074372304,-0.074880106,21,100
Market-Adjusted Model,20112,2023-02-03,-0.212121227,-0.284110754,-0.265806444,21,100
Market-Adjusted Model,20114,2023-02-03,0.0727272782,0.019977429,0.0190420618,21,100
Market-Adjusted Model,20115,2023-02-03,-0.110236214,-0.145557514,-0.16392143,21,100
Market-Adjusted Model,20117,2023-02-03,0.0362736719,-0.009085177,-0.017411544,21,100
Market-Adjusted Model,20120,2023-02-03,-0.166666669,-0.148194019,-0.220351886,21,100
Market-Adjusted Model,20121,2023-02-03,0.000781818,-0.0527024,-0.052903398,21,100
Market-Adjusted Model,20126,2023-02-03,0.126582218,0.0764663137,0.0728970016,21,100
Market-Adjusted Model,20128,2023-02-03,-0.007441848,-0.060443525,-0.061127064,21,100
Market-Adjusted Model,20130,2023-02-03,0.0143884783,-0.015757438,-0.039296738,21,100
Market-Adjusted Model,20134,2023-02-03,0.2212765868,0.1607173182,0.1675913704,21,100
Market-Adjusted Model,20135,2023-02-03,-0.03647629,-0.068782663,-0.090161506,21,100
Market-Adjusted Model,20136,2023-02-03,-0.04219406,-0.063184648,-0.095879276,21,100
Market-Adjusted Model,20137,2023-02-03,0.2570281467,0.1965520614,0.2033429303,21,100
Market-Adjusted Model,20138,2023-02-03,0.1972076968,0.1331150559,0.1435224804,21,100
Market-Adjusted Model,20139,2023-02-03,0.0399999904,-0.013217864,-0.013685226,21,100
Market-Adjusted Model,20142,2023-02-03,0.3282827984,0.2687235201,0.274597582,21,100
Market-Adjusted Model,20143,2023-02-03,-0.3915547,-0.475771123,-0.445239917,21,100
Market-Adjusted Model,20144,2023-02-03,-0.019957509,-0.069645654,-0.073642725,21,100
Market-Adjusted Model,20145,2023-02-03,0.0341881059,-0.006813683,-0.019497111,21,100
Market-Adjusted Model,20146,2023-02-03,0.0984925163,0.046191788,0.0448072999,21,100
Market-Adjusted Model,20147,2023-02-03,-0.262589946,-0.284222709,-0.316275163,21,100
Market-Adjusted Model,20149,2023-02-03,-0.106145217,-0.131641242,-0.159830433,21,100
Market-Adjusted Model,20150,2023-02-03,0.5188000137,0.4133846527,0.4651147974,21,100
Market-Adjusted Model,20151,2023-02-03,0.0276243088,-0.025646907,-0.026060908,21,100
Market-Adjusted Model,20153,2023-02-03,0.0646991655,0.0138654978,0.0110139491,21,100
Market-Adjusted Model,20154,2023-02-03,0.8836471848,1.187229955,0.8299619684,21,100
Market-Adjusted Model,20155,2023-02-03,-0.011817963,-0.01604368,-0.065503179,21,100
Market-Adjusted Model,20157,2023-02-03,0.3179805244,0.2355767437,0.264295308,21,100
Market-Adjusted Model,20161,2023-02-03,-0.060802782,-0.109950808,-0.114487998,21,100
Market-Adjusted Model,20163,2023-02-03,-0.704638843,-1.001674552,-0.758324059,21,100
Market-Adjusted Model,20164,2023-02-03,-0.175460977,-0.172385348,-0.229146193,21,100
Market-Adjusted Model,20169,2023-02-03,0.2970296597,0.2252545128,0.2433444433,21,100
Market-Adjusted Model,20171,2023-02-03,0.069444367,0.0386287932,0.0157591506,21,100
Market-Adjusted Model,20172,2023-02-03,-0.038759656,-0.048810193,-0.092444873,21,100
Market-Adjusted Model,20173,2023-02-03,-0.075819648,-0.125056468,-0.129504865,21,100
Market-Adjusted Model,20178,2023-02-03,0.0250521664,-0.017894664,-0.02863305,21,100
Market-Adjusted Model,20179,2023-02-03,-0.168316853,-0.204518463,-0.22200207,21,100
Market-Adjusted Model,20180,2023-02-03,0.0665082544,0.0314654542,0.012823038,21,100
Market-Adjusted Model,20181,2023-02-03,0.0356164773,-0.002476888,-0.018068739,21,100
Market-Adjusted Model,20186,2023-02-03,0.2517006797,0.1884611318,0.1980154633,21,100
Market-Adjusted Model,20187,2023-02-03,-0.152671709,-0.188761253,-0.206356926,21,100
Market-Adjusted Model,20188,2023-02-03,-0.157367965,-0.215961781,-0.211053182,21,100
Market-Adjusted Model,20189,2023-02-03,0.1310155412,0.0940708722,0.0773303248,21,100
Market-Adjusted Model,20190,2023-02-03,0.3279516483,0.2517800599,0.2742664319,21,100
Market-Adjusted Model,20191,2023-02-03,0.1090514423,0.0521439672,0.0553662259,21,100
Market-Adjusted Model,20193,2023-02-03,0.819847298,0.6420098098,0.7661620816,21,100
Market-Adjusted Model,20194,2023-02-03,0.2948718232,0.2441333704,0.2411866068,21,100
Market-Adjusted Model,20195,2023-02-03,0.0583378905,0.0069478735,0.0046526741,21,100
Market-Adjusted Model,20196,2023-02-03,0.1766217013,0.2017490961,0.1229364849,21,100
Market-Adjusted Model,20198,2023-02-03,0.0870981615,0.0326105432,0.0334129451,21,100
Market-Adjusted Model,20200,2023-02-03,-0.057207742,-0.111128672,-0.110892959,21,100
Market-Adjusted Model,20201,2023-02-03,0.0733149829,0.0232279845,0.0196297665,21,100
Market-Adjusted Model,20202,2023-02-03,-0.039200121,-0.09279122,-0.092885337,21,100
Market-Adjusted Model,20203,2023-02-03,-0.018424506,-0.072047826,-0.072109722,21,100
Market-Adjusted Model,20204,2023-02-03,0.1390859769,0.0793612664,0.0854007605,21,100
Market-Adjusted Model,20207,2023-02-03,0.0107913598,-0.024680636,-0.042893857,21,100
Market-Adjusted Model,20208,2023-02-03,-0.031591764,-0.084487245,-0.085276981,21,100
Market-Adjusted Model,20210,2023-02-03,-0.026627183,-0.07970612,-0.0803124,21,100
Market-Adjusted Model,20214,2023-02-03,0.0391002003,-0.013570495,-0.014585016,21,100
Market-Adjusted Model,20215,2023-02-03,0.001911193,-0.050919063,-0.051774023,21,100
Market-Adjusted Model,20216,2023-02-03,0.0525060284,-0.001366119,-0.001179188,21,100
Market-Adjusted Model,20217,2023-02-03,0.0599469019,0.0057132833,0.0062616855,21,100
Market-Adjusted Model,20218,2023-02-03,0.0109837409,-0.042392417,-0.042701475,21,100
Market-Adjusted Model,20219,2023-02-03,0.0238709604,-0.029680745,-0.029814256,21,100
Market-Adjusted Model,20222,2023-02-03,0.0347718949,-0.018810328,-0.018913321,21,100
Market-Adjusted Model,20223,2023-02-03,0.0835518769,0.031259343,0.0298666605,21,100
Market-Adjusted Model,20224,2023-02-03,0.0747515053,0.0205587852,0.0210662889,21,100
Market-Adjusted Model,20225,2023-02-03,0.0146479523,-0.038046712,-0.039037264,21,100
Market-Adjusted Model,20226,2023-02-03,0.0636115804,0.0090145203,0.009926364,21,100
Market-Adjusted Model,20227,2023-02-03,0.0480118702,-0.005686888,-0.005673346,21,100
Market-Adjusted Model,20228,2023-02-03,0.0483674706,-0.005237207,-0.005317746,21,100
Market-Adjusted Model,20229,2023-02-03,-0.038360384,-0.090001683,-0.0920456,21,100
Market-Adjusted Model,20230,2023-02-03,0.0361197511,-0.017750033,-0.017565465,21,100
Market-Adjusted Model,20231,2023-02-03,0.0225955599,-0.030438802,-0.031089656,21,100
Market-Adjusted Model,20233,2023-02-03,0.0344725732,-0.01901793,-0.019212643,21,100
Market-Adjusted Model,20237,2023-02-03,0.085998593,0.0297864886,0.0323133766,21,100
Market-Adjusted Model,20238,2023-02-03,-0.162162197,-0.188166453,-0.215847414,21,100
Market-Adjusted Model,20241,2023-02-03,0.0350877529,-0.011615352,-0.018597463,21,100
Market-Adjusted Model,20242,2023-02-03,0.0257614481,-0.027778545,-0.027923768,21,100
Market-Adjusted Model,20243,2023-02-03,0.0242843656,-0.029288851,-0.029400851,21,100
Market-Adjusted Model,20244,2023-02-03,0.0313494848,-0.022203595,-0.022335732,21,100
Market-Adjusted Model,20245,2023-02-03,0.0216484294,-0.031849083,-0.032036787,21,100
Market-Adjusted Model,20251,2023-02-03,0.0971301489,0.0478086331,0.0434449325,21,100
Market-Adjusted Model,20252,2023-02-03,0.2995537149,0.2241711348,0.2458684985,21,100
Market-Adjusted Model,20253,2023-02-03,0.2345678912,0.3190116141,0.1808826748,21,100
Market-Adjusted Model,20254,2023-02-03,0.0303213241,-0.022202637,-0.023363892,21,100
Market-Adjusted Model,20256,2023-02-03,0.0223653402,-0.03041963,-0.031319876,21,100
Market-Adjusted Model,20257,2023-02-03,0.0019123979,-0.051439758,-0.051772818,21,100
Market-Adjusted Model,20258,2023-02-03,0.0407495484,-0.012447082,-0.012935668,21,100
Market-Adjusted Model,20259,2023-02-03,0.0295967187,-0.023574865,-0.024088498,21,100
Market-Adjusted Model,20260,2023-02-03,0.0319252179,-0.021407165,-0.021759999,21,100
Market-Adjusted Model,20261,2023-02-03,-0.008627083,-0.061929384,-0.0623123,21,100
Market-Adjusted Model,20262,2023-02-03,0.0676934914,0.0131135807,0.014008275,21,100
Market-Adjusted Model,20265,2023-02-03,-0.025496638,-0.079134802,-0.079181855,21,100
Market-Adjusted Model,20266,2023-02-03,-0.024272998,-0.077881044,-0.077958215,21,100
Market-Adjusted Model,20267,2023-02-03,-0.030877558,-0.084044312,-0.084562775,21,100
Market-Adjusted Model,20269,2023-02-03,0.1155115977,0.0599443242,0.0618263813,21,100
Market-Adjusted Model,20270,2023-02-03,0.0112155605,-0.042330654,-0.042469656,21,100
Market-Adjusted Model,20275,2023-02-03,0.021212126,-0.031949942,-0.03247309,21,100
Market-Adjusted Model,20276,2023-02-03,-0.056102337,-0.104205308,-0.109787554,21,100
Market-Adjusted Model,20277,2023-02-03,-0.011520781,-0.059418312,-0.065205997,21,100
Market-Adjusted Model,20278,2023-02-03,0.033301562,-0.020216105,-0.020383654,21,100
Market-Adjusted Model,20280,2023-02-03,0.1552795066,0.1184798469,0.1015942902,21,100
Market-Adjusted Model,20281,2023-02-03,-0.212010862,-0.242125678,-0.265696078,21,100
Market-Adjusted Model,20282,2023-02-03,0.0076190406,-0.045864077,-0.046066176,21,100
Market-Adjusted Model,20283,2023-02-03,-0.002985048,-0.056462195,-0.056670265,21,100
Market-Adjusted Model,20284,2023-02-03,0.0086019092,-0.044918892,-0.045083307,21,100
Market-Adjusted Model,20285,2023-02-03,-0.200000033,-0.231369287,-0.253685249,21,100
Market-Adjusted Model,20286,2023-02-03,0.0059661045,-0.047534372,-0.047719112,21,100
Market-Adjusted Model,20287,2023-02-03,0.0555555763,0.0159170338,0.0018703599,21,100
Market-Adjusted Model,20288,2023-02-03,-0.420289819,-0.547472519,-0.473975035,21,100
Market-Adjusted Model,20289,2023-02-03,0.1156804689,0.0620737386,0.0619952525,21,100
Market-Adjusted Model,20290,2023-02-03,-0.273195916,-0.335907255,-0.326881133,21,100
Market-Adjusted Model,20291,2023-02-03,0.0034913521,-0.049971895,-0.050193864,21,100
Market-Adjusted Model,20292,2023-02-03,0.0499750119,0.0105946683,-0.003710204,21,100
Market-Adjusted Model,20293,2023-02-03,0.0022764122,-0.050907779,-0.051408804,21,100
Market-Adjusted Model,20294,2023-02-03,0.5766374151,2.1039416403,0.5229521987,21,100
Market-Adjusted Model,20295,2023-02-03,1.0040080578,0.8182455878,0.9503228415,21,100
Market-Adjusted Model,20296,2023-02-03,-0.007035345,-0.060317355,-0.060720561,21,100
Market-Adjusted Model,20297,2023-02-03,0.1642156405,0.1615969985,0.1105304241,21,100
Market-Adjusted Model,20301,2023-02-03,-0.163282438,-0.219968408,-0.216967654,21,100
Market-Adjusted Model,20305,2023-02-03,0.1606160703,0.1131989694,0.1069308539,21,100
Market-Adjusted Model,20306,2023-02-03,0.1029411694,0.0476178342,0.049255953,21,100
Market-Adjusted Model,20307,2023-02-03,0.0912322902,0.0407426594,0.0375470738,21,100
Market-Adjusted Model,20308,2023-02-03,0.153504833,0.1168803118,0.0998196166,21,100
Market-Adjusted Model,20309,2023-02-03,-0.106081378,-0.150708503,-0.159766595,21,100
Market-Adjusted Model,20310,2023-02-03,-0.137151582,-0.173190956,-0.190836798,21,100
Market-Adjusted Model,20311,2023-02-03,0.0416724093,0.0578519507,-0.012012807,21,100
Market-Adjusted Model,20312,2023-02-03,0.2415730978,0.193468817,0.1878878814,21,100
Market-Adjusted Model,20314,2023-02-03,-0.245383014,-0.320034266,-0.29906823,21,100
Market-Adjusted Model,20315,2023-02-03,0.2068230338,0.1471321624,0.1531378174,21,100
Market-Adjusted Model,20316,2023-02-03,0.0976656094,0.042999997,0.043980393,21,100
Market-Adjusted Model,20317,2023-02-03,0.0915065325,0.0368173023,0.0378213161,21,100
Market-Adjusted Model,20318,2023-02-03,0.2785185333,0.2063036444,0.2248333169,21,100
Market-Adjusted Model,20323,2023-02-03,0.1367317431,0.1280749789,0.0830465267,21,100
Market-Adjusted Model,20325,2023-02-03,0.0144369219,-0.032508422,-0.039248295,21,100
Market-Adjusted Model,20330,2023-02-03,0.0043719826,-0.031479408,-0.049313234,21,100
Market-Adjusted Model,20331,2023-02-03,0.1987092128,0.1493401662,0.1450239964,21,100
Market-Adjusted Model,20332,2023-02-03,-0.473333317,-0.651906889,-0.527018534,21,100
Market-Adjusted Model,20333,2023-02-03,0.2612040241,0.3136761106,0.2075188077,21,100
Market-Adjusted Model,20334,2023-02-03,0.0440528814,0.0207578921,-0.009632335,21,100
Market-Adjusted Model,20336,2023-02-03,0.0977653783,0.0476619536,0.0440801619,21,100
Market-Adjusted Model,20337,2023-02-03,-0.372093012,-0.484809216,-0.425778228,21,100
Market-Adjusted Model,20338,2023-02-03,0.1774338397,0.1344012838,0.1237486233,21,100
Market-Adjusted Model,20339,2023-02-03,0.0595918177,0.1021799114,0.0059066013,21,100
Market-Adjusted Model,20341,2023-02-03,0.0236294939,-0.022547474,-0.030055723,21,100
Market-Adjusted Model,20342,2023-02-03,0.0489586464,-0.003342593,-0.00472657,21,100
Market-Adjusted Model,20344,2023-02-03,0.1336538902,0.0834777483,0.0799686738,21,100
Market-Adjusted Model,20345,2023-02-03,0.487465163,0.3944951309,0.4337799466,21,100
Market-Adjusted Model,20346,2023-02-03,0.0224090104,-0.019533328,-0.031276206,21,100
Market-Adjusted Model,20347,2023-02-03,-0.033383326,-0.069695671,-0.087068542,21,100
Market-Adjusted Model,20348,2023-02-03,0.0361647149,-0.017521832,-0.017520501,21,100
Market-Adjusted Model,20349,2023-02-03,0.0212523555,-0.032294347,-0.032432861,21,100
Market-Adjusted Model,20352,2023-02-03,0.0349905902,-0.018507409,-0.018694626,21,100
Market-Adjusted Model,20353,2023-02-03,-0.025706137,-0.079103431,-0.079391354,21,100
Market-Adjusted Model,20354,2023-02-03,0.3130894292,0.4121164066,0.2594042128,21,100
Market-Adjusted Model,20357,2023-02-03,0.2139303842,0.1767255544,0.1602451678,21,100
Market-Adjusted Model,20358,2023-02-03,0.5288607293,0.8396414988,0.4751755129,21,100
Market-Adjusted Model,20359,2023-02-03,0.1282467343,0.0851150522,0.074561518,21,100
Market-Adjusted Model,20361,2023-02-03,-0.01027139,-0.063641134,-0.063956607,21,100
Market-Adjusted Model,20362,2023-02-03,0.0310686028,-0.022473402,-0.022616614,21,100
Market-Adjusted Model,20363,2023-02-03,0.0128374354,-0.040592285,-0.040847781,21,100
Market-Adjusted Model,20364,2023-02-03,0.018135955,-0.035245213,-0.035549261,21,100
Market-Adjusted Model,20365,2023-02-03,0.1910016022,0.1425038017,0.1373163858,21,100
Market-Adjusted Model,20366,2023-02-03,0.1050350002,0.0519979232,0.0513497838,21,100
Market-Adjusted Model,20367,2023-02-03,0.0492938537,-0.00429509,-0.004391363,21,100
Market-Adjusted Model,20368,2023-02-03,-0.003757378,-0.056837678,-0.057442595,21,100
Market-Adjusted Model,20369,2023-02-03,0.0292625838,-0.02436699,-0.024422633,21,100
Market-Adjusted Model,20370,2023-02-03,0.0414643568,-0.012350311,-0.01222086,21,100
Market-Adjusted Model,20371,2023-02-03,0.0461622343,-0.007682764,-0.007522982,21,100
Market-Adjusted Model,20372,2023-02-03,-0.055051467,-0.108331674,-0.108736683,21,100
Market-Adjusted Model,20373,2023-02-03,0.3440739874,0.2815131021,0.290388771,21,100
Market-Adjusted Model,20375,2023-02-03,0.008502386,-0.044553908,-0.04518283,21,100
Market-Adjusted Model,20376,2023-02-03,-0.002511677,-0.055956601,-0.056196893,21,100
Market-Adjusted Model,20377,2023-02-03,0.0364922425,-0.017015611,-0.017192974,21,100
Market-Adjusted Model,20379,2023-02-03,-0.028173371,-0.081396043,-0.081858588,21,100
Market-Adjusted Model,20380,2023-02-03,0.0354171506,-0.018070383,-0.018268066,21,100
Market-Adjusted Model,20381,2023-02-03,0.3544600231,0.2679850577,0.3007748067,21,100
Market-Adjusted Model,20382,2023-02-03,-0.128973664,-0.176712281,-0.18265888,21,100
Market-Adjusted Model,20383,2023-02-03,0.0400884304,-0.009501536,-0.013596786,21,100
Market-Adjusted Model,20385,2023-02-03,0.0164440127,-0.036754913,-0.037241204,21,100
Market-Adjusted Model,20389,2023-02-03,-0.19557194,-0.255641115,-0.249257156,21,100
Market-Adjusted Model,20390,2023-02-03,0.2109374869,0.1504710628,0.1572522705,21,100
Market-Adjusted Model,20391,2023-02-03,-0.141575991,-0.199597822,-0.195261208,21,100
Market-Adjusted Model,20395,2023-02-03,-0.002456982,-0.054136306,-0.056142199,21,100
Market-Adjusted Model,20397,2023-02-03,0.5382070605,0.5344149842,0.4845218441,21,100
Market-Adjusted Model,20398,2023-02-03,0.005946429,-0.047562406,-0.047738787,21,100
Market-Adjusted Model,20399,2023-02-03,0.5991902895,0.5224074893,0.5455050731,21,100
Market-Adjusted Model,20402,2023-02-03,0.6847291391,0.4942279415,0.6310439227,21,100
Market-Adjusted Model,20403,2023-02-03,-0.428265515,-0.561509688,-0.481950731,21,100
Market-Adjusted Model,20404,2023-02-03,0.029842034,-0.003123617,-0.023843182,21,100
Market-Adjusted Model,20406,2023-02-03,0.1353383056,0.0865817162,0.0816530892,21,100
Market-Adjusted Model,20410,2023-02-03,0.2655625126,0.1957012737,0.2118772962,21,100
Market-Adjusted Model,20412,2023-02-03,-0.220345275,-0.282610875,-0.274030492,21,100
Market-Adjusted Model,20413,2023-02-03,0.00348604,-0.049970706,-0.050199176,21,100
Market-Adjusted Model,20414,2023-02-03,-0.001494059,-0.053948081,-0.055179275,21,100
Market-Adjusted Model,20415,2023-02-03,0.0496871071,-0.003874749,-0.003998109,21,100
Market-Adjusted Model,20419,2023-02-03,0.1042521441,0.1006924728,0.0505669277,21,100
Market-Adjusted Model,20420,2023-02-03,0.0862069549,0.0351948418,0.0325217385,21,100
Market-Adjusted Model,20421,2023-02-03,-0.390523478,-0.276512372,-0.444208694,21,100
Market-Adjusted Model,20422,2023-02-03,0.1321202621,0.1299697325,0.0784350457,21,100
Market-Adjusted Model,20425,2023-02-03,-0.007999996,-0.005956265,-0.061685212,21,100
Market-Adjusted Model,20427,2023-02-03,-0.000905782,-0.052987292,-0.054590998,21,100
Market-Adjusted Model,20428,2023-02-03,0.0162789946,-0.019092784,-0.037406222,21,100
Market-Adjusted Model,20430,2023-02-03,0.5000000784,0.4025055182,0.446314862,21,100
Market-Adjusted Model,20435,2023-02-03,0.1783439207,0.1295215151,0.1246587043,21,100
Market-Adjusted Model,20436,2023-02-03,-0.190400009,-0.255434773,-0.244085226,21,100
Market-Adjusted Model,20437,2023-02-03,0.1134024878,0.0672715641,0.0597172714,21,100
Market-Adjusted Model,20438,2023-02-03,-0.056502169,-0.108082485,-0.110187386,21,100
Market-Adjusted Model,20439,2023-02-03,1.809278317,6.4321193671,1.7555931006,21,100
Market-Adjusted Model,20441,2023-02-03,0.0977654057,0.0477598744,0.0440801893,21,100
Market-Adjusted Model,20442,2023-02-03,0.0294117401,-0.013164856,-0.024273476,21,100
Market-Adjusted Model,20445,2023-02-03,0.0986102407,0.0456783916,0.0449250243,21,100
Market-Adjusted Model,20447,2023-02-03,0.0421496934,-0.00140649,-0.011535523,21,100
Market-Adjusted Model,20448,2023-02-03,-0.160551848,-0.21066382,-0.214237064,21,100
Market-Adjusted Model,20449,2023-02-03,0.3793104413,0.3627558352,0.3256252249,21,100
Market-Adjusted Model,20451,2023-02-03,0.0174672307,-0.034950374,-0.036217986,21,100
Market-Adjusted Model,20452,2023-02-03,0.1241914124,0.0793700774,0.070506196,21,100
Market-Adjusted Model,20453,2023-02-03,0.2253762187,0.1760364244,0.1716910023,21,100
Market-Adjusted Model,20454,2023-02-03,0.0018341772,-0.040614579,-0.041178779,5,100
Market-Adjusted Model,20455,2023-02-03,0.0260869366,-0.010911116,-0.02759828,21,100
Market-Adjusted Model,20456,2023-02-03,0.0771581523,0.0233966859,0.0234729359,21,100
Market-Adjusted Model,20457,2023-02-03,0.1887613051,0.1293968571,0.1350760887,21,100
Market-Adjusted Model,20461,2023-02-03,0.1288888707,0.0854920688,0.0752036543,21,100
Market-Adjusted Model,20462,2023-02-03,0.1631664244,1.0838877088,0.109481208,21,100
Market-Adjusted Model,20463,2023-02-03,0.1873561199,0.1258549682,0.1336709035,21,100
Market-Adjusted Model,20464,2023-02-03,-0.144827616,-0.190342401,-0.198512832,21,100
Market-Adjusted Model,20465,2023-02-03,0.1653271544,0.1096114314,0.111641938,21,100
Market-Adjusted Model,20468,2023-02-03,0.047846955,0.0089006107,-0.005838261,21,100
Market-Adjusted Model,20469,2023-02-03,0.0316741742,-0.012803923,-0.022011042,21,100
Market-Adjusted Model,20470,2023-02-03,-0.003815492,-0.056939766,-0.057500709,21,100
Market-Adjusted Model,20471,2023-02-03,-0.028205127,-0.072103977,-0.081890343,21,100
Market-Adjusted Model,20482,2023-02-03,-0.045259435,-0.098804438,-0.098944652,21,100
Market-Adjusted Model,20512,2023-02-03,0.0674157799,0.0142922884,0.0137305635,21,100
Market-Adjusted Model,20519,2023-02-03,0.0769718626,0.0214573537,0.0232866462,21,100
Market-Adjusted Model,20520,2023-02-03,0.0164399628,-0.036969399,-0.037245254,21,100
Market-Adjusted Model,20521,2023-02-03,0.0052229261,-0.048179718,-0.04846229,21,100
Market-Adjusted Model,20522,2023-02-03,-0.083544342,-0.129746346,-0.137229559,21,100
Market-Adjusted Model,20523,2023-02-03,-0.001996054,-0.055488101,-0.05568127,21,100
Market-Adjusted Model,20524,2023-02-03,0.0712974677,0.0355068369,0.0176122513,21,100
Market-Adjusted Model,20526,2023-02-03,0.0649687411,0.0109063591,0.0112835247,21,100
Market-Adjusted Model,20527,2023-02-03,0.0651068637,0.0106873331,0.0114216473,21,100
Market-Adjusted Model,20528,2023-02-03,0.0201584299,-0.033148466,-0.033526786,21,100
Market-Adjusted Model,20529,2023-02-03,0.0597542635,0.0056180385,0.0060690471,21,100
Market-Adjusted Model,20530,2023-02-03,0.0340709679,-0.018807819,-0.019614248,21,100
Market-Adjusted Model,20531,2023-02-03,0.0420475542,-0.011120821,-0.011637662,21,100
Market-Adjusted Model,20532,2023-02-03,0.0822148515,0.0287829048,0.0285296351,21,100
Market-Adjusted Model,20533,2023-02-03,-0.026954741,-0.080402553,-0.080639957,21,100
Market-Adjusted Model,20535,2023-02-03,0.0379760197,-0.015596166,-0.015709197,21,100
Market-Adjusted Model,20536,2023-02-03,0.0631079076,0.0115390489,0.0094226912,21,100
Market-Adjusted Model,20537,2023-02-03,0.0050100389,-0.048391274,-0.048675178,21,100
Market-Adjusted Model,20540,2023-02-03,0.0328422846,-0.020569253,-0.020842932,21,100
Market-Adjusted Model,20541,2023-02-03,0.0236679695,-0.029542163,-0.030017247,21,100
Market-Adjusted Model,20544,2023-02-03,0.0464123596,-0.007437704,-0.007272857,21,100
Market-Adjusted Model,20545,2023-02-03,0.0558139032,0.0345027432,0.0021286868,21,100
Market-Adjusted Model,20548,2023-02-03,0.0019437351,-0.048166252,-0.051741481,21,100
Market-Adjusted Model,20550,2023-02-03,-0.006037473,-0.058352098,-0.05972269,21,100
Market-Adjusted Model,20551,2023-02-03,-0.017458265,-0.071073623,-0.071143481,21,100
Market-Adjusted Model,20552,2023-02-03,-0.021276571,-0.062520678,-0.074961787,21,100
Market-Adjusted Model,20553,2023-02-03,-0.027666173,-0.078984086,-0.08135139,21,100
Market-Adjusted Model,20556,2023-02-03,7.399405E-6,-0.053479004,-0.053677817,21,100
Market-Adjusted Model,20557,2023-02-03,0.0061118502,-0.03721133,-0.047573366,21,100
Market-Adjusted Model,20558,2023-02-03,0.083043565,0.0348573602,0.0293583486,21,100
Market-Adjusted Model,20561,2023-02-03,-0.032967068,-0.065949491,-0.086652284,21,100
Market-Adjusted Model,20563,2023-02-03,0.0019723376,-0.051525,-0.051712879,21,100
Market-Adjusted Model,20564,2023-02-03,0.1204819533,0.0672324427,0.0667967369,21,100
Market-Adjusted Model,20566,2023-02-03,0.1276596676,0.0815926117,0.0739744512,21,100
Market-Adjusted Model,20567,2023-02-03,-0.022117827,-0.059382417,-0.075803043,21,100
Market-Adjusted Model,20569,2023-02-03,0.0049308911,-0.048577225,-0.048754325,21,100
Market-Adjusted Model,20572,2023-02-03,0.0588235897,0.0389759964,0.0051383733,21,100
Market-Adjusted Model,20573,2023-02-03,-0.080080067,-0.109596463,-0.133765283,21,100
Market-Adjusted Model,20574,2023-02-03,-0.290155422,-0.211622454,-0.343840639,21,100
Market-Adjusted Model,20575,2023-02-03,0.0453900194,0.0113241474,-0.008295197,21,100
Market-Adjusted Model,20576,2023-02-03,-0.013238427,-0.048459454,-0.066923644,21,100
Market-Adjusted Model,20578,2023-02-03,0.0719424652,0.0271469619,0.0182572488,21,100
Market-Adjusted Model,20579,2023-02-03,-0.156243822,0.015939712,-0.209929038,21,100
Market-Adjusted Model,20580,2023-02-03,-0.428571414,-0.553743483,-0.482256631,21,100
Market-Adjusted Model,20581,2023-02-03,-0.234234216,-0.298827625,-0.287919432,21,100
Market-Adjusted Model,20582,2023-02-03,0.0024473441,-0.051016009,-0.051237872,21,100
Market-Adjusted Model,20583,2023-02-03,-0.118921947,-0.17566043,-0.172607163,21,100
Market-Adjusted Model,20584,2023-02-03,-0.462388044,0.0834059224,-0.516073261,21,100
Market-Adjusted Model,20585,2023-02-03,-0.002982175,-0.056450694,-0.056667392,21,100
Market-Adjusted Model,20586,2023-02-03,-0.001474235,-0.065822893,-0.066781539,18,100
